PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
1639,0,3,James 1639,female,35.3,0,2,TKT001639,37.53,,S
1640,0,3,David 1640,female,40.6,0,0,TKT001640,11.62,,C
1641,0,2,Olivia 1641,male,22.9,2,3,TKT001641,42.5,C23,C
1642,1,1,Noah 1642,female,8.5,4,0,TKT001642,103.4,,Q
1643,0,1,James 1643,male,41.6,2,0,TKT001643,243.63,,C
1644,1,3,David 1644,female,11.7,1,1,TKT001644,11.74,,C
1645,1,1,Liam 1645,female,,2,0,TKT001645,173.95,,Q
1646,1,3,David 1646,male,6.5,3,0,TKT001646,24.76,,S
1647,0,2,Alice 1647,male,18.3,3,0,TKT001647,23.23,,S
1648,0,3,William 1648,male,72.7,3,0,TKT001648,39.66,,C
1649,0,1,Robert 1649,male,,2,2,TKT001649,193.07,C23,C
1650,0,2,John 1650,male,71.6,0,0,TKT001650,33.13,,C
1651,0,1,Emma 1651,male,57.8,4,3,TKT001651,242.81,,S
1652,1,2,Sophia 1652,female,13.9,3,0,TKT001652,60.76,B45,Q
1653,1,2,Mary 1653,female,31.6,4,3,TKT001653,44.01,,C
1654,1,3,Olivia 1654,female,22.3,0,1,TKT001654,28.18,,C
1655,0,1,Emma 1655,male,74.7,2,1,TKT001655,163.13,,C
1656,0,2,William 1656,male,70.4,3,2,TKT001656,76.85,,Q
1657,1,1,Ava 1657,female,46.4,0,0,TKT001657,243.98,,S
1658,1,1,Emma 1658,female,7.3,4,2,TKT001658,99.82,,Q
1659,0,3,David 1659,male,41.8,0,2,TKT001659,19.18,,S
1660,0,1,Ava 1660,male,13.7,0,0,TKT001660,181.3,,Q
1661,1,1,Liam 1661,female,59.8,4,3,TKT001661,50.84,,S
1662,1,1,Mary 1662,male,80.0,0,2,TKT001662,168.93,A10,S
1663,0,1,Sophia 1663,male,75.0,0,0,TKT001663,200.04,E31,Q
1664,1,1,Olivia 1664,female,75.3,2,3,TKT001664,173.37,A10,Q
1665,1,2,Mary 1665,female,50.7,0,3,TKT001665,40.44,,S
1666,0,3,Sophia 1666,female,38.3,0,3,TKT001666,8.92,,S
1667,1,3,William 1667,male,66.9,3,2,TKT001667,31.54,,C
1668,1,1,Noah 1668,female,39.3,2,0,TKT001668,225.66,B45,Q
1669,1,2,Noah 1669,female,77.7,1,1,TKT001669,35.41,,C
1670,0,1,Michael 1670,male,10.6,2,3,TKT001670,126.89,,Q
1671,1,1,Liam 1671,female,36.0,1,0,TKT001671,63.26,C23,C
1672,0,3,John 1672,male,33.1,1,1,TKT001672,21.81,,C
1673,0,3,Mary 1673,male,21.4,4,1,TKT001673,31.18,,Q
1674,1,2,Ava 1674,male,24.1,0,2,TKT001674,38.09,A10,S
1675,1,1,Sophia 1675,male,73.0,1,1,TKT001675,193.94,C23,Q
1676,1,1,David 1676,female,8.2,1,3,TKT001676,53.42,D12,Q
1677,1,1,Mia 1677,female,20.5,3,3,TKT001677,198.89,A10,C
1678,1,1,William 1678,male,30.4,0,3,TKT001678,151.34,,S
1679,0,3,Noah 1679,male,13.1,2,3,TKT001679,39.68,,C
1680,1,1,Emma 1680,female,,3,2,TKT001680,70.35,A10,Q
1681,1,3,David 1681,female,60.5,1,0,TKT001681,22.03,,S
1682,1,2,Olivia 1682,female,67.4,1,2,TKT001682,47.54,,C
1683,0,3,Sophia 1683,female,78.5,3,2,TKT001683,6.6,,S
1684,0,2,Emma 1684,male,30.8,1,3,TKT001684,24.06,,C
1685,1,3,Olivia 1685,female,48.7,0,3,TKT001685,34.26,,Q
1686,0,2,Emma 1686,male,75.0,1,2,TKT001686,34.03,,S
1687,1,1,Mia 1687,female,75.5,2,3,TKT001687,78.96,,C
1688,1,1,Michael 1688,female,54.9,2,2,TKT001688,132.3,D12,C
1689,0,2,Robert 1689,male,47.3,3,1,TKT001689,66.88,D12,C
1690,1,1,Ava 1690,male,,2,3,TKT001690,238.74,D12,C
1691,0,2,Ava 1691,male,14.0,4,3,TKT001691,72.98,,Q
1692,0,1,Mia 1692,male,75.3,1,3,TKT001692,51.57,,Q
1693,1,1,Ava 1693,male,71.3,0,3,TKT001693,129.5,A10,C
1694,0,1,Olivia 1694,male,7.4,1,1,TKT001694,205.71,C23,S
1695,1,2,David 1695,female,73.4,3,3,TKT001695,26.79,,S
1696,0,3,Mia 1696,male,45.5,2,2,TKT001696,7.13,,S
1697,0,3,Mary 1697,male,11.1,1,0,TKT001697,23.93,,C
1698,0,2,Sophia 1698,male,24.6,2,1,TKT001698,23.57,D12,C
1699,0,3,Emma 1699,male,29.1,0,3,TKT001699,26.93,,Q
1700,0,3,Sophia 1700,male,35.4,0,1,TKT001700,17.72,,S
1701,0,3,Noah 1701,male,9.2,0,2,TKT001701,10.81,,C
1702,0,3,Mia 1702,male,,1,2,TKT001702,12.88,,S
1703,1,1,Emma 1703,male,76.6,0,0,TKT001703,63.45,C23,Q
1704,0,2,David 1704,male,63.9,1,1,TKT001704,71.32,E31,S
1705,0,1,William 1705,male,20.5,1,0,TKT001705,76.45,E31,S
1706,1,2,Olivia 1706,female,70.5,4,1,TKT001706,65.08,E31,S
1707,1,1,Mia 1707,male,40.2,0,3,TKT001707,146.22,,S
1708,1,3,Alice 1708,female,17.0,3,3,TKT001708,25.51,,S
1709,1,1,William 1709,male,19.3,4,3,TKT001709,238.83,,C
1710,1,1,John 1710,female,12.2,4,1,TKT001710,174.16,,Q
1711,1,2,John 1711,female,22.4,2,0,TKT001711,23.77,C23,C
1712,0,3,Ava 1712,male,8.9,3,3,TKT001712,6.73,,Q
1713,0,3,Mary 1713,female,37.8,4,1,TKT001713,10.37,,Q
1714,0,3,David 1714,female,26.4,4,3,TKT001714,38.92,,C
1715,0,2,Sophia 1715,male,31.2,2,0,TKT001715,72.84,E31,C
1716,0,1,Liam 1716,male,57.6,4,1,TKT001716,104.99,C23,Q
1717,0,2,Michael 1717,male,57.1,1,1,TKT001717,30.31,,C
1718,1,1,Alice 1718,female,51.4,2,0,TKT001718,124.65,B45,S
1719,0,2,Sophia 1719,male,53.4,1,2,TKT001719,72.98,,S
1720,1,1,John 1720,male,14.4,0,3,TKT001720,234.41,,C
1721,0,3,Ava 1721,male,11.6,0,2,TKT001721,16.99,,C
1722,1,1,Robert 1722,male,67.0,1,2,TKT001722,96.32,,S
1723,1,1,John 1723,male,67.1,4,1,TKT001723,239.93,D12,C
1724,1,3,Ava 1724,female,,0,3,TKT001724,31.19,,C
1725,0,2,David 1725,male,57.0,3,0,TKT001725,20.88,B45,C
1726,1,3,Mary 1726,female,18.6,0,2,TKT001726,32.53,,C
1727,0,2,Liam 1727,male,75.2,1,3,TKT001727,36.56,,S
1728,1,2,Noah 1728,female,31.7,2,2,TKT001728,73.66,B45,S
1729,0,2,Mary 1729,male,64.9,3,1,TKT001729,26.01,,S
1730,1,3,Mary 1730,female,70.7,3,1,TKT001730,32.0,,S
1731,1,2,Alice 1731,female,27.5,2,2,TKT001731,54.36,A10,Q
1732,1,3,Alice 1732,female,67.5,1,3,TKT001732,29.09,,Q
1733,1,1,Liam 1733,female,78.4,2,1,TKT001733,117.78,D12,S
1734,1,3,Robert 1734,female,26.4,3,0,TKT001734,25.35,,C
1735,1,1,David 1735,female,67.9,2,1,TKT001735,197.41,E31,C
1736,0,2,Ava 1736,male,7.5,3,1,TKT001736,77.78,D12,Q
1737,0,1,Olivia 1737,female,74.0,0,0,TKT001737,109.39,E31,S
1738,1,2,Sophia 1738,female,14.2,0,2,TKT001738,40.07,E31,S
1739,1,2,James 1739,female,34.8,1,1,TKT001739,62.35,E31,S
1740,1,2,Mia 1740,female,53.6,1,1,TKT001740,62.05,,Q
1741,0,2,James 1741,male,68.8,4,3,TKT001741,66.57,D12,C
1742,0,3,Sophia 1742,male,54.4,1,2,TKT001742,12.18,,Q
1743,0,3,Ava 1743,male,49.8,2,2,TKT001743,5.84,,S
1744,1,3,Noah 1744,female,66.4,0,3,TKT001744,24.64,,Q
1745,0,1,Robert 1745,female,17.3,4,1,TKT001745,82.57,D12,Q
1746,0,3,Emma 1746,male,65.5,1,1,TKT001746,19.65,,C
1747,0,2,Alice 1747,male,73.8,0,1,TKT001747,38.48,C23,Q
1748,1,1,Emma 1748,male,19.8,4,3,TKT001748,187.42,,C
1749,0,2,Alice 1749,male,6.0,2,1,TKT001749,31.39,E31,Q
1750,1,3,Mary 1750,female,65.1,3,0,TKT001750,33.77,,C
1751,1,3,Mary 1751,female,1.4,2,0,TKT001751,12.76,,S
1752,1,3,James 1752,female,70.7,0,2,TKT001752,34.75,,S
1753,1,2,Mia 1753,male,10.0,0,1,TKT001753,29.36,,S
1754,0,3,Olivia 1754,male,69.4,3,1,TKT001754,23.5,,Q
1755,0,2,Olivia 1755,female,26.8,1,3,TKT001755,28.84,C23,Q
1756,1,1,Alice 1756,female,43.6,3,3,TKT001756,168.47,A10,C
1757,0,1,Mia 1757,male,42.9,3,1,TKT001757,74.01,,Q
1758,1,2,Mia 1758,female,26.8,0,0,TKT001758,31.03,D12,S
1759,0,3,Robert 1759,male,65.0,3,0,TKT001759,35.69,,Q
1760,1,1,Robert 1760,male,37.2,4,3,TKT001760,86.53,A10,Q
1761,1,1,Emma 1761,female,60.6,2,1,TKT001761,113.65,,Q
1762,1,2,Ava 1762,female,7.3,3,2,TKT001762,42.03,B45,Q
1763,1,1,Alice 1763,male,57.6,1,1,TKT001763,149.68,D12,S
1764,1,1,Emma 1764,female,64.7,4,2,TKT001764,174.99,,Q
1765,1,3,Alice 1765,female,11.7,3,1,TKT001765,18.54,,S
1766,0,2,Mia 1766,female,77.4,4,1,TKT001766,31.35,E31,Q
1767,1,1,Alice 1767,male,44.7,2,3,TKT001767,244.51,E31,S
1768,1,1,Emma 1768,female,42.5,1,1,TKT001768,239.51,A10,Q
1769,1,1,Mia 1769,male,32.8,3,1,TKT001769,229.36,D12,Q
1770,0,2,Mary 1770,male,53.2,0,1,TKT001770,63.87,,Q
1771,1,2,David 1771,female,51.2,1,1,TKT001771,55.49,D12,C
1772,1,2,Mia 1772,male,57.0,3,3,TKT001772,34.01,,C
1773,0,3,Ava 1773,male,45.1,4,0,TKT001773,37.91,,Q
1774,1,2,Sophia 1774,female,70.5,0,3,TKT001774,34.76,D12,Q
1775,0,2,David 1775,female,61.4,3,2,TKT001775,70.97,,S
1776,0,2,Michael 1776,male,6.7,3,3,TKT001776,38.94,,S
1777,1,1,John 1777,male,77.7,1,2,TKT001777,133.81,,Q
1778,0,3,David 1778,male,39.3,2,2,TKT001778,11.43,,C
1779,1,3,Ava 1779,female,62.6,1,1,TKT001779,23.71,,C
1780,1,1,Ava 1780,male,38.2,2,0,TKT001780,205.48,E31,C
1781,0,3,John 1781,male,43.5,4,0,TKT001781,39.01,,Q
1782,1,3,Emma 1782,female,,3,2,TKT001782,33.27,,C
1783,1,3,John 1783,female,48.6,0,2,TKT001783,33.74,,S
1784,1,1,Mia 1784,male,26.2,4,1,TKT001784,157.92,,S
1785,0,3,Liam 1785,male,,0,1,TKT001785,31.85,,Q
1786,1,3,James 1786,female,55.1,4,0,TKT001786,28.1,,S
1787,1,2,Liam 1787,female,56.1,1,2,TKT001787,36.95,B45,Q
1788,1,1,Noah 1788,female,74.7,3,3,TKT001788,143.68,A10,S
1789,1,1,Ava 1789,female,4.2,1,0,TKT001789,73.5,C23,S
1790,0,3,Emma 1790,male,12.5,4,0,TKT001790,14.65,,C
1791,1,2,Alice 1791,male,53.0,0,2,TKT001791,21.94,B45,S
1792,1,3,Liam 1792,female,,0,1,TKT001792,15.37,,Q
1793,1,1,David 1793,male,6.0,3,3,TKT001793,64.69,,C
1794,1,1,John 1794,female,15.2,1,3,TKT001794,201.79,,S
1795,1,1,Mia 1795,female,39.4,0,3,TKT001795,139.68,C23,S
1796,1,2,William 1796,male,35.3,3,2,TKT001796,63.86,,S
1797,0,1,Alice 1797,male,47.3,0,2,TKT001797,61.74,,C
1798,0,3,Ava 1798,male,75.5,0,1,TKT001798,17.83,,C
1799,1,1,William 1799,male,43.1,2,2,TKT001799,222.61,C23,C
1800,0,1,John 1800,male,60.0,4,0,TKT001800,107.06,,Q
1801,1,2,Ava 1801,female,42.8,1,2,TKT001801,36.98,B45,S
1802,0,2,Sophia 1802,male,5.1,1,2,TKT001802,34.08,,Q
1803,1,1,Noah 1803,female,24.4,0,2,TKT001803,134.32,,Q
1804,1,1,Michael 1804,female,76.4,0,2,TKT001804,63.57,D12,C
1805,0,2,Michael 1805,male,46.2,4,2,TKT001805,38.13,C23,S
1806,1,2,Emma 1806,female,29.9,3,0,TKT001806,61.66,A10,Q
1807,0,3,Liam 1807,male,51.3,3,1,TKT001807,15.51,,C
1808,1,2,Sophia 1808,female,44.7,4,0,TKT001808,56.44,D12,C
1809,0,1,Olivia 1809,female,77.7,1,1,TKT001809,210.26,A10,S
1810,1,2,Olivia 1810,female,18.1,3,2,TKT001810,61.92,B45,C
1811,1,1,Sophia 1811,male,73.8,4,1,TKT001811,202.62,D12,C
1812,0,2,Alice 1812,male,19.7,1,1,TKT001812,63.26,A10,S
1813,0,2,Alice 1813,male,1.0,1,2,TKT001813,65.67,,C
1814,0,3,Ava 1814,male,12.8,0,2,TKT001814,33.7,,C
1815,1,1,Mary 1815,female,5.5,0,0,TKT001815,163.68,B45,Q
1816,1,2,Michael 1816,female,17.9,3,3,TKT001816,45.95,B45,C
1817,0,1,Mia 1817,male,33.7,3,0,TKT001817,56.75,A10,S
1818,1,1,David 1818,female,64.0,0,0,TKT001818,112.64,,Q
1819,0,3,Noah 1819,female,5.2,2,1,TKT001819,21.56,,C
1820,1,2,Liam 1820,female,46.0,3,1,TKT001820,69.82,,Q
1821,1,3,Mary 1821,female,65.0,2,3,TKT001821,19.41,,C
1822,1,3,Olivia 1822,female,47.3,3,2,TKT001822,29.46,,Q
1823,0,2,Ava 1823,male,56.8,2,1,TKT001823,57.21,,S
1824,0,2,James 1824,female,11.1,4,0,TKT001824,42.86,,Q
1825,0,2,Liam 1825,male,45.4,1,1,TKT001825,20.25,D12,S
1826,1,2,Noah 1826,female,66.3,4,1,TKT001826,47.67,E31,S
1827,0,2,James 1827,male,44.1,0,3,TKT001827,52.8,,Q
1828,0,3,Olivia 1828,male,58.1,4,2,TKT001828,31.17,,C
1829,0,3,Mia 1829,male,34.8,4,1,TKT001829,18.54,,S
1830,1,1,Sophia 1830,female,64.5,1,0,TKT001830,158.6,,S
1831,1,2,Sophia 1831,female,26.2,2,2,TKT001831,77.06,E31,C
1832,1,2,James 1832,female,77.3,3,1,TKT001832,20.34,C23,C
1833,0,2,Mary 1833,male,31.2,4,3,TKT001833,30.51,,C
1834,1,1,Ava 1834,male,66.8,2,3,TKT001834,131.31,B45,S
1835,0,2,Mia 1835,male,,1,3,TKT001835,72.91,B45,S
1836,1,1,Liam 1836,male,27.3,0,1,TKT001836,172.29,C23,C
1837,0,3,Ava 1837,male,51.4,4,3,TKT001837,34.56,,S
1838,1,2,Mia 1838,female,44.9,0,3,TKT001838,56.56,,S
1839,0,2,David 1839,female,39.9,0,2,TKT001839,39.31,E31,Q
1840,1,1,Noah 1840,male,35.1,1,0,TKT001840,173.4,A10,C
1841,0,2,Olivia 1841,male,49.2,3,3,TKT001841,70.66,,C
1842,1,3,Mia 1842,female,29.6,3,2,TKT001842,7.33,,Q
1843,1,1,Liam 1843,male,,4,2,TKT001843,194.78,D12,S
1844,1,1,Liam 1844,female,61.5,4,2,TKT001844,228.3,D12,S
1845,1,2,Sophia 1845,female,24.1,1,1,TKT001845,78.93,,Q
1846,0,2,Noah 1846,male,65.1,1,3,TKT001846,25.42,,C
1847,1,3,Alice 1847,female,50.2,3,1,TKT001847,10.35,,S
1848,1,1,John 1848,female,40.7,0,3,TKT001848,246.14,E31,C
1849,1,3,Michael 1849,female,51.4,4,2,TKT001849,21.31,,Q
1850,1,1,James 1850,female,36.2,4,0,TKT001850,112.77,E31,C
1851,1,2,Olivia 1851,male,28.9,3,1,TKT001851,23.48,,C
1852,0,3,William 1852,male,41.4,3,3,TKT001852,38.58,,S
1853,1,1,Liam 1853,male,54.8,0,0,TKT001853,237.13,C23,S
1854,0,3,Sophia 1854,female,8.8,3,0,TKT001854,5.25,,S
1855,0,2,David 1855,male,18.3,4,3,TKT001855,28.64,B45,Q
1856,1,3,James 1856,female,73.8,4,3,TKT001856,16.48,,Q
1857,1,1,Noah 1857,male,55.6,1,0,TKT001857,147.37,,C
1858,0,2,Olivia 1858,female,54.8,1,2,TKT001858,41.45,E31,Q
1859,1,2,David 1859,female,,3,0,TKT001859,32.55,,Q
1860,0,1,Noah 1860,male,78.2,3,0,TKT001860,89.69,,Q
1861,0,3,Robert 1861,male,70.4,2,2,TKT001861,35.89,,C
1862,1,3,Robert 1862,female,33.5,3,3,TKT001862,31.64,,C
1863,0,1,Olivia 1863,male,75.1,3,2,TKT001863,201.68,,C
1864,0,3,Noah 1864,male,53.9,1,0,TKT001864,38.66,,S
1865,0,2,Mary 1865,male,73.8,3,2,TKT001865,79.76,,S
1866,1,3,Robert 1866,female,43.5,2,2,TKT001866,21.33,,C
1867,1,3,William 1867,female,15.0,0,3,TKT001867,24.07,,C
1868,1,2,Olivia 1868,male,1.2,4,0,TKT001868,29.94,,Q
1869,0,1,Noah 1869,female,61.3,3,2,TKT001869,227.87,D12,S
1870,0,3,Robert 1870,male,68.9,0,1,TKT001870,13.45,,C
1871,1,3,James 1871,female,,1,3,TKT001871,11.55,,C
1872,0,2,David 1872,female,60.0,1,0,TKT001872,20.09,B45,S
1873,1,1,Michael 1873,male,78.3,3,1,TKT001873,167.68,,C
1874,1,2,Ava 1874,female,2.3,3,0,TKT001874,24.33,,C
1875,1,1,Alice 1875,female,17.7,3,0,TKT001875,141.58,C23,S
1876,1,1,Mia 1876,female,11.1,4,2,TKT001876,163.52,D12,C
1877,0,3,John 1877,male,55.1,0,1,TKT001877,15.45,,Q
1878,1,1,Noah 1878,female,59.7,2,2,TKT001878,62.71,C23,Q
1879,1,2,David 1879,female,43.1,2,2,TKT001879,38.04,A10,C
1880,0,2,James 1880,male,24.1,4,3,TKT001880,25.57,D12,Q
1881,1,1,Sophia 1881,female,70.1,0,1,TKT001881,52.79,D12,S
1882,1,3,David 1882,female,,1,0,TKT001882,13.51,,C
1883,1,1,Mary 1883,male,35.2,4,3,TKT001883,84.17,E31,S
1884,0,3,John 1884,male,50.8,3,0,TKT001884,20.89,,S
1885,1,3,John 1885,female,20.3,3,0,TKT001885,31.01,,S
1886,0,1,William 1886,male,,2,1,TKT001886,117.05,A10,S
1887,1,3,Mary 1887,female,23.9,2,2,TKT001887,8.61,,Q
1888,1,1,Ava 1888,male,68.9,1,2,TKT001888,99.97,,S
1889,1,2,William 1889,male,78.2,4,0,TKT001889,22.83,A10,S
1890,1,1,Sophia 1890,male,25.2,0,1,TKT001890,70.21,,S
1891,0,3,Alice 1891,male,27.5,4,3,TKT001891,12.58,,C
1892,1,3,Alice 1892,female,63.7,0,2,TKT001892,11.77,,S
1893,0,2,Olivia 1893,female,38.4,3,1,TKT001893,54.37,,C
1894,1,1,Michael 1894,female,15.0,3,1,TKT001894,241.96,C23,C
1895,0,3,Emma 1895,male,49.9,1,1,TKT001895,32.4,,C
1896,1,1,Robert 1896,female,35.9,4,3,TKT001896,202.94,,S
1897,0,3,David 1897,female,23.9,0,2,TKT001897,25.73,,C
1898,0,1,Robert 1898,male,69.2,2,3,TKT001898,89.3,,Q
1899,1,3,Alice 1899,female,20.5,2,3,TKT001899,30.58,,Q
1900,0,3,Robert 1900,male,71.3,4,0,TKT001900,17.41,,S
1901,1,3,Alice 1901,female,55.9,3,0,TKT001901,12.29,,C
1902,0,1,Liam 1902,male,22.6,2,1,TKT001902,241.79,D12,S
1903,1,1,William 1903,male,32.5,2,1,TKT001903,203.64,,Q
1904,0,2,Ava 1904,male,24.4,4,2,TKT001904,68.96,E31,S
1905,0,2,Liam 1905,male,21.7,2,3,TKT001905,60.07,D12,S
1906,1,2,Mary 1906,female,3.0,3,0,TKT001906,33.11,,S
1907,1,3,Olivia 1907,female,,0,0,TKT001907,14.52,,S
1908,1,1,William 1908,male,22.5,2,0,TKT001908,183.18,,C
1909,1,3,Olivia 1909,male,55.6,1,0,TKT001909,20.2,,S
1910,0,3,John 1910,female,32.6,0,2,TKT001910,7.91,,Q
1911,0,1,Mary 1911,male,45.4,4,0,TKT001911,235.17,,S
1912,1,1,John 1912,female,67.8,1,2,TKT001912,150.39,B45,S
1913,0,2,Mia 1913,male,38.8,4,3,TKT001913,70.24,,S
1914,0,2,Liam 1914,male,8.8,0,2,TKT001914,49.73,,S
1915,1,2,Mary 1915,male,53.9,0,1,TKT001915,51.25,,Q
1916,1,3,Sophia 1916,female,11.8,3,2,TKT001916,26.27,,C
1917,1,2,Olivia 1917,female,15.8,0,3,TKT001917,77.84,C23,S
1918,1,1,Emma 1918,female,13.0,0,3,TKT001918,225.4,B45,Q
1919,1,3,Alice 1919,female,6.2,3,2,TKT001919,39.94,,S
1920,1,1,James 1920,male,23.4,2,3,TKT001920,191.52,E31,C
1921,1,3,William 1921,female,76.0,2,3,TKT001921,25.68,,C
1922,1,3,Alice 1922,female,17.4,3,0,TKT001922,34.81,,C
1923,0,2,Mary 1923,male,61.1,2,2,TKT001923,35.54,A10,S
1924,0,1,Mia 1924,male,30.9,0,0,TKT001924,222.23,A10,Q
1925,1,2,Michael 1925,female,5.7,3,1,TKT001925,65.58,A10,S
1926,1,1,John 1926,male,63.6,4,2,TKT001926,95.87,C23,C
1927,1,1,Noah 1927,female,29.3,4,2,TKT001927,169.1,,C
1928,0,1,Emma 1928,male,62.8,3,1,TKT001928,119.41,B45,S
1929,1,1,Olivia 1929,male,35.5,3,1,TKT001929,190.04,A10,S
1930,1,3,Ava 1930,male,,2,1,TKT001930,15.07,,C
1931,0,3,David 1931,male,61.0,2,3,TKT001931,37.54,,Q
1932,1,2,Robert 1932,female,70.8,0,3,TKT001932,25.1,E31,S
1933,1,2,William 1933,female,45.2,1,0,TKT001933,79.72,A10,S
1934,0,2,Emma 1934,female,72.4,3,2,TKT001934,39.14,,Q
1935,1,3,Olivia 1935,female,44.0,3,0,TKT001935,34.19,,Q
1936,0,2,Robert 1936,female,42.1,3,2,TKT001936,63.67,B45,C
1937,1,1,Olivia 1937,female,26.1,4,0,TKT001937,68.65,,S
1938,1,1,David 1938,female,41.5,2,2,TKT001938,194.58,D12,C
1939,1,1,Robert 1939,female,70.2,2,0,TKT001939,106.4,B45,S
1940,1,1,James 1940,female,11.0,2,2,TKT001940,116.2,C23,C
1941,0,3,Michael 1941,female,31.3,0,1,TKT001941,10.76,,S
1942,0,3,Mary 1942,male,63.8,2,1,TKT001942,12.78,,Q
1943,1,1,Olivia 1943,female,,0,3,TKT001943,215.63,E31,S
1944,1,2,Mia 1944,male,13.4,0,2,TKT001944,38.12,B45,Q
1945,0,3,Robert 1945,male,33.1,1,2,TKT001945,5.17,,S
1946,1,1,Alice 1946,male,47.3,0,3,TKT001946,110.41,,S
1947,1,1,John 1947,male,51.8,0,1,TKT001947,173.8,A10,Q
1948,0,2,Emma 1948,female,12.6,4,2,TKT001948,36.85,C23,S
1949,1,3,Noah 1949,female,65.1,1,1,TKT001949,17.04,,Q
1950,1,1,David 1950,male,52.4,3,2,TKT001950,233.21,,S
1951,1,1,William 1951,female,10.3,3,3,TKT001951,201.39,A10,C
1952,1,3,Alice 1952,female,5.6,0,1,TKT001952,19.63,,Q
1953,1,3,Alice 1953,male,38.7,1,1,TKT001953,26.87,,S
1954,0,2,Robert 1954,male,44.2,1,1,TKT001954,57.75,C23,S
1955,1,1,James 1955,female,47.3,2,3,TKT001955,77.61,,S
1956,1,1,Ava 1956,female,67.8,2,1,TKT001956,88.51,,Q
1957,1,1,Olivia 1957,male,6.8,1,1,TKT001957,137.47,D12,C
1958,1,1,Alice 1958,female,44.7,0,0,TKT001958,118.5,E31,S
1959,1,3,Ava 1959,female,65.3,1,2,TKT001959,20.09,,S
1960,0,2,William 1960,male,23.1,3,2,TKT001960,68.47,C23,C
1961,1,2,Ava 1961,female,35.9,0,0,TKT001961,29.88,C23,C
1962,1,3,James 1962,female,1.5,2,0,TKT001962,16.44,,S
1963,0,2,Olivia 1963,male,60.3,3,1,TKT001963,30.76,A10,C
1964,1,1,Noah 1964,female,46.5,1,2,TKT001964,223.74,,C
1965,0,3,Michael 1965,female,55.5,4,3,TKT001965,17.07,,S
1966,1,1,David 1966,female,24.0,3,1,TKT001966,141.79,A10,S
1967,0,2,Mia 1967,male,70.6,3,3,TKT001967,61.92,,C
1968,1,1,John 1968,female,33.2,0,0,TKT001968,78.12,B45,S
1969,0,1,David 1969,male,67.4,4,1,TKT001969,153.6,,S
1970,0,2,Sophia 1970,male,54.4,3,0,TKT001970,50.57,E31,Q
1971,0,2,Alice 1971,male,,0,2,TKT001971,56.4,E31,C
1972,1,3,Olivia 1972,female,5.1,1,2,TKT001972,8.28,,S
1973,1,1,James 1973,male,27.2,0,1,TKT001973,145.04,A10,Q
1974,0,2,Mary 1974,male,6.4,1,2,TKT001974,23.83,C23,S
1975,0,2,Mary 1975,male,18.2,3,2,TKT001975,50.34,A10,C
1976,1,2,Mia 1976,female,67.4,3,0,TKT001976,25.47,,C
1977,1,2,Mary 1977,male,35.4,0,3,TKT001977,43.36,D12,C
1978,1,2,Emma 1978,female,57.3,0,2,TKT001978,44.83,,Q
1979,0,2,Emma 1979,male,29.2,1,2,TKT001979,45.32,,S
1980,0,3,Mary 1980,male,61.9,3,3,TKT001980,28.08,,C
1981,1,1,Ava 1981,male,43.6,1,0,TKT001981,135.06,,S
1982,1,1,Emma 1982,female,66.2,0,2,TKT001982,200.79,C23,Q
1983,1,1,Ava 1983,male,70.1,1,0,TKT001983,109.96,D12,Q
1984,1,1,Noah 1984,female,67.5,3,3,TKT001984,203.11,D12,C
1985,1,1,John 1985,male,40.6,4,0,TKT001985,75.65,B45,S
1986,1,1,Robert 1986,female,4.8,0,2,TKT001986,221.51,,Q
1987,1,3,Sophia 1987,female,78.9,0,3,TKT001987,29.91,,S
1988,0,2,James 1988,female,35.3,1,1,TKT001988,37.76,D12,C
1989,1,1,William 1989,female,,2,1,TKT001989,80.47,D12,C
1990,0,3,John 1990,male,67.2,3,0,TKT001990,26.83,,C
1991,0,2,Liam 1991,female,34.3,0,0,TKT001991,55.2,A10,S
1992,1,3,Olivia 1992,female,13.0,1,2,TKT001992,17.2,,C
1993,0,3,Michael 1993,female,44.9,0,1,TKT001993,12.25,,S
1994,0,3,William 1994,female,46.0,3,2,TKT001994,37.34,,Q
1995,1,1,Sophia 1995,male,,2,1,TKT001995,238.48,D12,Q
1996,0,2,John 1996,male,27.3,0,0,TKT001996,29.99,C23,Q
1997,1,1,John 1997,male,53.5,4,2,TKT001997,183.31,,C
1998,0,1,Mia 1998,male,10.0,3,1,TKT001998,61.4,C23,C
1999,0,1,Mary 1999,male,5.6,0,2,TKT001999,155.26,E31,Q
2000,1,1,Noah 2000,male,78.6,1,0,TKT002000,189.8,E31,Q
2001,0,1,James 2001,male,56.8,0,1,TKT002001,67.7,A10,S
2002,0,3,Noah 2002,female,68.4,3,0,TKT002002,39.35,,C
2003,1,1,John 2003,male,69.2,4,3,TKT002003,245.9,B45,C
2004,0,3,David 2004,male,40.8,1,3,TKT002004,9.37,,Q
2005,0,2,Liam 2005,male,58.9,0,3,TKT002005,63.71,D12,C
2006,1,1,Mary 2006,female,43.9,3,1,TKT002006,97.24,A10,C
2007,1,1,Michael 2007,female,15.5,3,0,TKT002007,138.77,B45,C
2008,1,1,Olivia 2008,female,73.4,1,2,TKT002008,228.4,E31,Q
